Well	Row	Column	Timepoint	Compound	Conc	Non-border cells - Number of Objects	Non-border cells - Total Spot Area - Mean per Well	Non-border cells - Relative Spot Intensity - Mean per Well	Non-border cells - Number of Spots - Mean per Well	Non-border cells - Number of Spots per Area of Cytoplasm - Mean per Well	Non-border cells - Intensity Nucleus HOECHST 33342 Mean - Mean per Well	Non-border cells - Nucleus Area [µm²] - Mean per Well	Non-border cells - Nucleus Roundness - Mean per Well	Non-border cells - Nucleus Symmetry 02  - Mean per Well	Non-border cells - Nucleus Symmetry 03  - Mean per Well	Non-border cells - Nucleus Symmetry 04  - Mean per Well	Non-border cells - Nucleus Symmetry 05  - Mean per Well	Non-border cells - Nucleus Symmetry 12  - Mean per Well	Non-border cells - Nucleus Symmetry 13  - Mean per Well	Non-border cells - Nucleus Symmetry 14  - Mean per Well	Non-border cells - Nucleus Symmetry 15  - Mean per Well	Non-border cells - Nucleus Threshold Compactness 30%  - Mean per Well	Non-border cells - Nucleus Threshold Compactness 40%  - Mean per Well	Non-border cells - Nucleus Threshold Compactness 50%  - Mean per Well	Non-border cells - Nucleus Threshold Compactness 60%  - Mean per Well	Non-border cells - Nucleus Axial Small Length  - Mean per Well	Non-border cells - Nucleus Axial Length Ratio  - Mean per Well	Non-border cells - Nucleus Radial Mean  - Mean per Well	Non-border cells - Nucleus Radial Relative Deviation  - Mean per Well	Non-border cells - Nucleus Profile 1/2  - Mean per Well	Non-border cells - Nucleus Profile 2/2  - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Spot 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Hole 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Edge 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Ridge 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Valley 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Saddle 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Bright 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 SER Dark 2 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 Haralick Correlation 1 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 Haralick Contrast 1 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 Haralick Sum Variance 1 px - Mean per Well	Non-border cells - Nucleus HOECHST 33342 Haralick Homogeneity 1 px - Mean per Well	Non-border cells - Intensity Spots MCTracker Deep Red Mean - Mean per Well	Non-border cells - Spots Area [µm²] - Mean per Well	Non-border cells - Spots Roundness - Mean per Well	Non-border cells - Spots Width [µm] - Mean per Well	Non-border cells - Spots Length [µm] - Mean per Well	Non-border cells - Spots Symmetry 02  - Mean per Well	Non-border cells - Spots Symmetry 03  - Mean per Well	Non-border cells - Spots Symmetry 04  - Mean per Well	Non-border cells - Spots Symmetry 05  - Mean per Well	Non-border cells - Spots Symmetry 12  - Mean per Well	Non-border cells - Spots Symmetry 13  - Mean per Well	Non-border cells - Spots Symmetry 14  - Mean per Well	Non-border cells - Spots Symmetry 15  - Mean per Well	Non-border cells - Spots Threshold Compactness 30%  - Mean per Well	Non-border cells - Spots Threshold Compactness 40%  - Mean per Well	Non-border cells - Spots Threshold Compactness 50%  - Mean per Well	Non-border cells - Spots Threshold Compactness 60%  - Mean per Well	Non-border cells - Spots Axial Small Length  - Mean per Well	Non-border cells - Spots Axial Length Ratio  - Mean per Well	Non-border cells - Spots Radial Mean  - Mean per Well	Non-border cells - Spots Radial Relative Deviation  - Mean per Well	Non-border cells - Spots Profile 1/5  - Mean per Well	Non-border cells - Spots Profile 2/5  - Mean per Well	Non-border cells - Spots Profile 3/5  - Mean per Well	Non-border cells - Spots Profile 4/5  - Mean per Well	Non-border cells - Spots Profile 5/5  - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Spot 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Hole 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Edge 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Ridge 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Valley 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Saddle 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Bright 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red SER Dark 1.8 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red Haralick Correlation 1 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red Haralick Contrast 1 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red Haralick Sum Variance 1 px - Mean per Well	Non-border cells - Spots MCTracker Deep Red Haralick Homogeneity 1 px - Mean per Well	Non-border cells - Intensity Cytoplasm Alexa 594 Mean - Mean per Well	Non-border cells - Intensity Cell Alexa 488 Mean - Mean per Well
B6	2	6	1	DMSO	0.2	912	1457.38	0.08	57.71	0.02	12001.52	131.76	0.97	0.13	0.04	0.03	0.02	0.19	0.05	0.04	0.02	1.11	1.11	1.08	1.01	6.28	0.78	6.79	0.4	0.93	1.19	0.02	0	0.13	0.02	0	0.01	0.03	0	0.85	0.01	0.04	0.48	11847.38	513.12	0.12	3.96	16.92	0.41	0.19	0.23	0.17	0.51	0.23	0.3	0.23	0.38	0.47	0.58	0.7	16.27	0.51	23.89	0.48	0.97	1.38	2	0.72	0.5	0.02	0	0.12	0.04	0.01	0.03	0.05	0	0.89	0.06	0.31	0.31	3899.69	381.63
B6	2	6	2	DMSO	0.2	865	1500.13	0.08	56.33	0.02	12496.12	127.27	0.97	0.13	0.04	0.03	0.02	0.19	0.05	0.04	0.02	1.12	1.11	1.08	1	6.16	0.78	6.64	0.4	0.93	1.2	0.02	0	0.13	0.02	0	0.01	0.03	0	0.85	0.01	0.05	0.46	11874.52	528.11	0.12	4.05	16.62	0.41	0.19	0.24	0.17	0.52	0.24	0.31	0.23	0.38	0.47	0.57	0.69	16.22	0.5	24.44	0.48	0.97	1.38	1.98	0.79	0.6	0.02	0	0.12	0.04	0	0.03	0.05	0	0.89	0.06	0.31	0.32	2917.91	408.9
B6	2	6	3	DMSO	0.2	858	1505.65	0.08	57.97	0.02	12617.99	126.31	0.97	0.13	0.04	0.03	0.02	0.19	0.05	0.04	0.02	1.11	1.11	1.07	1	6.14	0.78	6.63	0.4	0.93	1.2	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.01	0.05	0.46	12940.44	530.09	0.12	3.96	16.61	0.44	0.19	0.25	0.17	0.54	0.23	0.33	0.22	0.37	0.45	0.55	0.66	16.03	0.48	24.53	0.48	0.97	1.39	1.98	0.82	0.66	0.02	0	0.12	0.04	0.01	0.03	0.05	0	0.89	0.06	0.31	0.31	2926.47	452.64
B6	2	6	4	DMSO	0.2	846	1507.97	0.08	60.2	0.02	12807.1	126.2	0.97	0.13	0.04	0.03	0.02	0.19	0.05	0.04	0.02	1.11	1.1	1.07	1	6.14	0.78	6.61	0.4	0.93	1.2	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.01	0.05	0.46	13371.53	530.87	0.12	3.94	16.58	0.43	0.19	0.25	0.17	0.53	0.23	0.32	0.23	0.36	0.44	0.54	0.66	16.19	0.49	24.51	0.48	0.97	1.38	1.96	0.83	0.69	0.02	0	0.12	0.04	0.01	0.03	0.05	0	0.89	0.06	0.31	0.31	2794.1	488.78
B6	2	6	5	DMSO	0.2	842	1507.72	0.08	59.09	0.02	13071.87	124.69	0.97	0.13	0.04	0.03	0.02	0.19	0.05	0.04	0.02	1.11	1.1	1.07	1	6.1	0.78	6.56	0.4	0.93	1.2	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.01	0.05	0.45	13679.17	530.81	0.12	3.95	16.92	0.42	0.19	0.25	0.17	0.53	0.23	0.33	0.23	0.36	0.44	0.53	0.65	16.05	0.49	24.54	0.48	0.97	1.38	1.92	0.86	0.72	0.02	0	0.12	0.04	0.01	0.03	0.05	0	0.89	0.06	0.31	0.31	2761.07	526.72
B6	2	6	6	DMSO	0.2	835	1509.5	0.08	61.19	0.02	13435.1	124.04	0.96	0.13	0.04	0.03	0.02	0.19	0.05	0.04	0.03	1.11	1.1	1.06	0.99	6.08	0.78	6.54	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.45	14051.48	531.51	0.12	3.92	16.17	0.43	0.19	0.25	0.17	0.53	0.23	0.33	0.23	0.35	0.44	0.53	0.65	16.05	0.49	24.74	0.47	0.97	1.39	1.93	0.86	0.72	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.06	0.31	0.31	2729.44	567.85
B6	2	6	7	DMSO	0.2	826	1504.28	0.08	61.55	0.02	13229.31	123.08	0.96	0.13	0.04	0.03	0.02	0.19	0.06	0.04	0.03	1.11	1.1	1.06	0.99	6.04	0.78	6.51	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.44	13885.63	529.59	0.11	3.92	16.12	0.43	0.18	0.25	0.16	0.54	0.22	0.33	0.22	0.35	0.44	0.54	0.66	15.93	0.48	24.73	0.48	0.97	1.38	1.97	0.87	0.73	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.06	0.32	0.31	2743.61	599.53
B6	2	6	8	DMSO	0.2	831	1499.16	0.08	59.82	0.02	13320.19	121.65	0.96	0.13	0.04	0.03	0.02	0.19	0.06	0.04	0.03	1.11	1.1	1.06	0.98	6	0.78	6.47	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.44	14016.7	527.73	0.12	3.93	16.28	0.43	0.19	0.25	0.17	0.53	0.23	0.33	0.22	0.36	0.45	0.55	0.67	15.9	0.48	24.56	0.48	0.97	1.38	2.03	0.91	0.75	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.06	0.34	0.32	2704.96	636.98
B6	2	6	9	DMSO	0.2	830	1487.33	0.08	59.42	0.02	13448.15	121.04	0.96	0.14	0.04	0.03	0.02	0.19	0.06	0.04	0.03	1.11	1.1	1.05	0.98	5.98	0.78	6.45	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.44	13926.08	523.7	0.12	3.9	16.24	0.44	0.19	0.25	0.17	0.54	0.22	0.34	0.22	0.36	0.45	0.55	0.67	15.8	0.48	24.45	0.48	0.97	1.37	2.02	0.92	0.76	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.06	0.33	0.32	2641.44	672
B6	2	6	10	DMSO	0.2	824	1482.1	0.08	59.94	0.02	13447.93	119.89	0.96	0.14	0.04	0.03	0.02	0.19	0.06	0.04	0.03	1.11	1.09	1.05	0.97	5.95	0.78	6.41	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.43	13849.78	521.71	0.11	3.85	16.5	0.43	0.18	0.25	0.17	0.54	0.22	0.34	0.22	0.36	0.44	0.54	0.66	15.9	0.48	24.76	0.48	0.97	1.37	2.08	0.93	0.76	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.9	0.06	0.35	0.32	2548.09	704.06
B6	2	6	11	DMSO	0.2	826	1463.44	0.08	59.97	0.02	13595.96	118.89	0.96	0.14	0.04	0.03	0.02	0.2	0.06	0.05	0.03	1.11	1.09	1.05	0.98	5.91	0.78	6.38	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.43	13924.21	515.24	0.11	3.86	15.96	0.43	0.18	0.25	0.17	0.54	0.23	0.33	0.23	0.36	0.45	0.55	0.67	15.7	0.48	24.49	0.48	0.97	1.37	2.06	0.93	0.75	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.06	0.34	0.32	2493.77	737.84
B6	2	6	12	DMSO	0.2	824	1441.34	0.08	60.31	0.02	14366.47	117.2	0.96	0.13	0.04	0.03	0.02	0.19	0.06	0.04	0.03	1.11	1.1	1.06	0.99	5.87	0.78	6.31	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.43	13725.24	507.4	0.12	3.82	15.71	0.44	0.18	0.25	0.17	0.54	0.22	0.34	0.22	0.36	0.45	0.55	0.67	15.51	0.48	24.33	0.48	0.97	1.37	2.03	0.92	0.74	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.06	0.33	0.31	2280.99	765.84
B6	2	6	13	DMSO	0.2	831	1420.66	0.08	58.73	0.02	13965.16	115.94	0.96	0.14	0.04	0.03	0.02	0.19	0.06	0.05	0.03	1.11	1.09	1.04	0.97	5.84	0.78	6.3	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.84	0.02	0.06	0.42	13478.59	500.21	0.12	3.84	15.32	0.44	0.18	0.25	0.17	0.54	0.22	0.34	0.23	0.37	0.45	0.55	0.67	15.38	0.48	24.28	0.48	0.97	1.36	2.1	0.97	0.77	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.06	0.34	0.32	2330.57	790
B6	2	6	14	DMSO	0.2	832	1356.72	0.08	56.93	0.02	13992.77	113.09	0.95	0.14	0.05	0.03	0.02	0.2	0.06	0.05	0.03	1.1	1.09	1.04	0.97	5.74	0.77	6.21	0.41	0.93	1.23	0.02	0	0.15	0.02	0	0.01	0.03	0	0.84	0.02	0.06	0.42	13431.04	477.72	0.13	3.8	15.33	0.44	0.18	0.25	0.17	0.54	0.22	0.34	0.23	0.38	0.47	0.57	0.69	14.97	0.48	23.63	0.48	0.97	1.36	2.12	0.97	0.78	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.06	0.35	0.32	2258.3	820.94
B7	2	7	1	DMSO	0.2	900	1457.16	0.08	56.08	0.02	11926.39	131.58	0.97	0.14	0.04	0.03	0.02	0.2	0.05	0.04	0.02	1.11	1.11	1.08	0.99	6.25	0.77	6.78	0.4	0.93	1.19	0.02	0	0.13	0.02	0	0.01	0.03	0	0.85	0.01	0.04	0.47	11023.21	513.03	0.13	3.98	16.16	0.42	0.19	0.24	0.17	0.51	0.23	0.32	0.22	0.39	0.48	0.59	0.71	15.92	0.51	23.7	0.47	0.97	1.37	2.01	0.73	0.51	0.02	0	0.12	0.04	0	0.03	0.05	0	0.88	0.06	0.31	0.31	3864.7	373.25
B7	2	7	2	DMSO	0.2	882	1495.92	0.08	55.3	0.02	12970.13	129.42	0.97	0.13	0.04	0.03	0.02	0.19	0.05	0.04	0.02	1.12	1.11	1.07	1	6.21	0.78	6.69	0.4	0.93	1.2	0.02	0	0.13	0.02	0	0.01	0.03	0	0.85	0.01	0.05	0.46	11569.12	526.57	0.13	4.05	16.7	0.42	0.2	0.25	0.17	0.52	0.23	0.32	0.22	0.38	0.47	0.57	0.68	16.02	0.5	24.16	0.47	0.97	1.37	1.94	0.78	0.59	0.02	0	0.12	0.04	0	0.03	0.05	0	0.9	0.05	0.3	0.33	2937.64	403.82
B7	2	7	3	DMSO	0.2	870	1502.77	0.08	57.07	0.02	13048.19	129.76	0.97	0.13	0.04	0.03	0.02	0.19	0.05	0.04	0.02	1.12	1.11	1.08	1.02	6.21	0.78	6.68	0.4	0.93	1.2	0.02	0	0.14	0.02	0	0.01	0.03	0	0.86	0.01	0.05	0.46	12527.15	529.13	0.12	3.99	16.77	0.43	0.2	0.25	0.18	0.53	0.24	0.32	0.23	0.37	0.46	0.55	0.67	16.11	0.5	24.57	0.47	0.97	1.37	1.95	0.81	0.66	0.02	0	0.12	0.04	0	0.03	0.05	0	0.89	0.06	0.31	0.32	3217.89	437.59
B7	2	7	4	DMSO	0.2	865	1492.33	0.08	55.78	0.02	12193.14	129.17	0.97	0.13	0.04	0.03	0.02	0.19	0.05	0.04	0.02	1.12	1.11	1.08	1	6.19	0.78	6.65	0.4	0.93	1.2	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.01	0.05	0.46	12135.49	525.39	0.12	3.98	16.2	0.42	0.19	0.25	0.17	0.52	0.23	0.33	0.22	0.38	0.47	0.56	0.68	15.84	0.5	24.16	0.48	0.97	1.37	1.98	0.85	0.72	0.02	0	0.12	0.04	0.01	0.03	0.05	0	0.89	0.06	0.32	0.32	2962.4	458.26
B7	2	7	5	DMSO	0.2	862	1479.07	0.08	58.28	0.02	12766.09	127.43	0.97	0.13	0.04	0.03	0.02	0.19	0.05	0.04	0.02	1.12	1.11	1.07	1	6.16	0.79	6.61	0.4	0.93	1.2	0.02	0	0.14	0.02	0	0.01	0.03	0	0.86	0.01	0.05	0.46	13031.27	520.72	0.12	3.92	16.22	0.43	0.19	0.25	0.17	0.53	0.23	0.33	0.23	0.36	0.45	0.55	0.66	15.68	0.49	24.37	0.48	0.97	1.38	1.92	0.83	0.7	0.02	0	0.12	0.04	0.01	0.03	0.05	0	0.89	0.06	0.31	0.31	2976.07	506.15
B7	2	7	6	DMSO	0.2	861	1472.14	0.08	58.87	0.02	13654.88	126.95	0.97	0.13	0.04	0.03	0.02	0.19	0.05	0.04	0.03	1.11	1.1	1.07	1.01	6.13	0.79	6.58	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.86	0.02	0.05	0.45	13007.95	518.26	0.12	3.88	15.69	0.43	0.19	0.25	0.17	0.53	0.23	0.33	0.23	0.37	0.45	0.54	0.65	15.77	0.49	24.3	0.48	0.98	1.37	1.87	0.83	0.71	0.02	0	0.12	0.04	0	0.03	0.05	0	0.89	0.06	0.32	0.32	2645.94	537.1
B7	2	7	7	DMSO	0.2	856	1459.06	0.08	60.17	0.02	13303.66	126.16	0.97	0.13	0.04	0.03	0.02	0.19	0.06	0.04	0.03	1.12	1.11	1.07	1.01	6.11	0.79	6.56	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.86	0.02	0.05	0.45	13086.9	513.71	0.12	3.89	15.93	0.43	0.19	0.25	0.18	0.53	0.23	0.33	0.23	0.36	0.44	0.55	0.67	15.72	0.49	24.35	0.47	0.98	1.38	1.91	0.83	0.69	0.02	0	0.12	0.04	0.01	0.03	0.05	0	0.89	0.06	0.32	0.31	2663.6	565.77
B7	2	7	8	DMSO	0.2	855	1466.6	0.08	60.08	0.02	13712.48	126.27	0.96	0.13	0.04	0.03	0.02	0.19	0.06	0.04	0.03	1.11	1.1	1.07	1.01	6.11	0.79	6.55	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.86	0.02	0.05	0.45	13175.87	516.34	0.12	3.87	15.68	0.43	0.19	0.24	0.17	0.53	0.23	0.32	0.23	0.36	0.45	0.54	0.66	15.66	0.49	24.36	0.48	0.98	1.37	1.86	0.83	0.69	0.02	0	0.12	0.04	0.01	0.03	0.05	0	0.89	0.06	0.31	0.31	2489.77	599.41
B7	2	7	9	DMSO	0.2	850	1456.63	0.08	59.56	0.02	13657.14	124.77	0.96	0.13	0.04	0.03	0.02	0.19	0.06	0.04	0.03	1.11	1.1	1.06	1	6.07	0.78	6.52	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.86	0.02	0.05	0.44	13341.98	512.84	0.12	3.89	16.15	0.42	0.19	0.24	0.17	0.53	0.24	0.32	0.23	0.36	0.44	0.54	0.66	15.76	0.49	24.34	0.48	0.98	1.37	1.93	0.86	0.7	0.02	0	0.12	0.04	0.01	0.03	0.05	0	0.89	0.06	0.33	0.32	2450.54	636.51
B7	2	7	10	DMSO	0.2	845	1418.26	0.08	58.53	0.02	13709.33	122.54	0.96	0.13	0.04	0.03	0.02	0.19	0.06	0.05	0.03	1.11	1.1	1.06	0.99	6	0.78	6.46	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.44	13413.06	499.35	0.12	3.86	15.62	0.42	0.19	0.24	0.17	0.53	0.23	0.32	0.23	0.37	0.45	0.55	0.66	15.38	0.49	23.89	0.48	0.97	1.37	1.97	0.87	0.71	0.02	0	0.12	0.04	0.01	0.03	0.05	0.01	0.89	0.06	0.33	0.32	2544.76	672.12
B7	2	7	11	DMSO	0.2	848	1399.36	0.08	58.3	0.02	13861.98	120.25	0.96	0.13	0.04	0.03	0.02	0.19	0.06	0.05	0.03	1.11	1.09	1.05	0.98	5.96	0.79	6.39	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.84	0.02	0.06	0.43	13464.29	492.65	0.12	3.85	15.47	0.42	0.2	0.25	0.17	0.52	0.24	0.33	0.23	0.37	0.45	0.55	0.67	15.31	0.5	23.66	0.48	0.97	1.36	1.99	0.89	0.72	0.02	0	0.12	0.04	0.01	0.03	0.05	0	0.89	0.06	0.33	0.32	2471.78	710.42
B7	2	7	12	DMSO	0.2	849	1384.04	0.08	56.78	0.02	14296.59	118.42	0.96	0.13	0.05	0.03	0.02	0.19	0.06	0.05	0.03	1.11	1.09	1.05	0.98	5.9	0.78	6.33	0.4	0.93	1.22	0.02	0	0.15	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.42	12810.33	487.27	0.13	3.87	14.97	0.43	0.19	0.24	0.18	0.53	0.23	0.33	0.23	0.38	0.46	0.56	0.67	15.08	0.48	23.58	0.48	0.98	1.36	2	0.93	0.75	0.02	0	0.12	0.04	0	0.02	0.05	0	0.89	0.06	0.34	0.32	2203.52	717.18
B7	2	7	13	DMSO	0.2	857	1346.38	0.08	57.23	0.02	14698.55	115.31	0.96	0.13	0.05	0.03	0.02	0.19	0.06	0.05	0.03	1.11	1.09	1.06	0.99	5.81	0.78	6.23	0.4	0.93	1.23	0.02	0	0.15	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.42	13523.7	473.95	0.14	3.79	15.17	0.42	0.19	0.25	0.17	0.53	0.23	0.33	0.23	0.39	0.46	0.55	0.67	14.79	0.49	23.15	0.48	0.98	1.36	1.95	0.88	0.71	0.02	0	0.12	0.04	0	0.02	0.05	0	0.88	0.06	0.32	0.32	2320.55	765.72
B7	2	7	14	DMSO	0.2	858	1317.58	0.07	56.82	0.02	15017.12	113.6	0.96	0.14	0.05	0.04	0.02	0.2	0.07	0.05	0.03	1.11	1.09	1.04	0.97	5.74	0.78	6.19	0.41	0.94	1.23	0.02	0	0.15	0.02	0	0.01	0.03	0	0.84	0.02	0.06	0.41	13238.85	463.91	0.15	3.79	15.02	0.43	0.19	0.25	0.17	0.54	0.23	0.34	0.23	0.4	0.48	0.57	0.69	14.65	0.48	23.11	0.48	0.98	1.36	1.9	0.87	0.7	0.02	0	0.12	0.04	0	0.02	0.05	0	0.88	0.06	0.32	0.32	2055.06	780.53
B8	2	8	1	DMSO	0.2	1032	1215.45	0.07	46.09	0.02	14521.98	124.98	0.96	0.14	0.04	0.03	0.02	0.2	0.06	0.04	0.03	1.11	1.11	1.08	1.02	6.05	0.78	6.56	0.4	0.93	1.2	0.02	0	0.13	0.02	0	0.01	0.03	0	0.85	0.01	0.05	0.46	9979.81	427.85	0.18	3.91	15.05	0.43	0.2	0.25	0.17	0.52	0.24	0.32	0.23	0.42	0.5	0.6	0.72	14.26	0.5	21.47	0.48	0.98	1.34	1.78	0.72	0.55	0.02	0	0.11	0.04	0	0.02	0.05	0	0.88	0.05	0.26	0.34	3398.44	385.34
B8	2	8	2	DMSO	0.2	1007	1202.92	0.07	45.41	0.02	14270.61	120.38	0.96	0.14	0.04	0.03	0.02	0.19	0.06	0.04	0.03	1.11	1.1	1.07	1	5.93	0.78	6.42	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.45	11227.3	423.59	0.17	3.83	15.01	0.43	0.2	0.26	0.18	0.53	0.24	0.34	0.23	0.41	0.48	0.58	0.69	14.18	0.49	21.69	0.48	0.98	1.33	1.73	0.74	0.59	0.02	0	0.11	0.04	0	0.02	0.05	0	0.88	0.05	0.25	0.34	3112.45	424.93
B8	2	8	3	DMSO	0.2	1005	1216.8	0.07	46.41	0.02	14518.9	118.41	0.96	0.14	0.04	0.03	0.02	0.2	0.06	0.04	0.03	1.11	1.1	1.07	1	5.88	0.78	6.36	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.44	11706.5	428.42	0.17	3.83	15.13	0.43	0.19	0.26	0.17	0.53	0.23	0.34	0.23	0.4	0.48	0.58	0.69	14.11	0.49	21.73	0.48	0.98	1.33	1.71	0.78	0.66	0.02	0	0.11	0.04	0	0.02	0.05	0	0.87	0.05	0.26	0.33	3017.71	456.62
B8	2	8	4	DMSO	0.2	993	1219.34	0.07	47.38	0.02	14579.89	118.54	0.96	0.14	0.04	0.03	0.02	0.2	0.06	0.04	0.03	1.11	1.1	1.07	1	5.87	0.77	6.36	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.05	0.44	12043.24	429.3	0.16	3.81	14.62	0.43	0.19	0.26	0.18	0.53	0.23	0.34	0.23	0.39	0.47	0.57	0.68	14.18	0.49	21.95	0.48	0.98	1.34	1.66	0.78	0.67	0.02	0	0.11	0.04	0	0.02	0.05	0	0.87	0.05	0.25	0.33	2900.15	494.19
B8	2	8	5	DMSO	0.2	984	1233.15	0.07	49.45	0.02	13746.14	118.41	0.96	0.14	0.04	0.03	0.02	0.2	0.06	0.04	0.03	1.11	1.1	1.06	0.99	5.86	0.78	6.36	0.4	0.93	1.21	0.02	0	0.14	0.02	0	0.01	0.03	0	0.84	0.02	0.05	0.43	12280.07	434.15	0.16	3.83	15.28	0.44	0.19	0.26	0.17	0.53	0.23	0.34	0.23	0.39	0.47	0.57	0.69	14.16	0.49	22.06	0.47	0.98	1.34	1.7	0.77	0.66	0.02	0	0.11	0.04	0	0.02	0.05	0	0.87	0.05	0.26	0.33	3016.89	526.53
B8	2	8	6	DMSO	0.2	977	1209.07	0.07	48.1	0.02	14221.19	116.52	0.96	0.14	0.05	0.03	0.02	0.2	0.06	0.04	0.03	1.11	1.1	1.06	1	5.81	0.78	6.29	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.85	0.02	0.06	0.43	12824.13	425.74	0.16	3.82	15.86	0.44	0.2	0.26	0.17	0.53	0.23	0.34	0.22	0.39	0.46	0.56	0.67	14	0.49	21.85	0.47	0.98	1.33	1.71	0.77	0.65	0.02	0	0.11	0.04	0	0.02	0.05	0	0.87	0.05	0.26	0.33	2906.79	567.95
B8	2	8	7	DMSO	0.2	988	1198.26	0.07	48.46	0.02	14053.04	115.68	0.96	0.14	0.05	0.03	0.02	0.2	0.06	0.05	0.03	1.11	1.09	1.06	0.99	5.78	0.77	6.26	0.4	0.93	1.22	0.02	0	0.14	0.02	0	0.01	0.03	0	0.84	0.02	0.06	0.42	12952.05	421.89	0.17	3.79	14.73	0.43	0.19	0.26	0.17	0.53	0.23	0.34	0.23	0.4	0.47	0.57	0.68	13.82	0.49	21.43	0.48	0.98	1.33	1.71	0.76	0.64	0.02	0	0.11	0.04	0	0.02	0.05	0	0.87	0.05	0.27	0.33	2765.41	604.49
